id,category,name,mainIngredients,subIngredients,seasonings,externalProvider,externalLinkType,externalUrl,note
76,반찬,깻잎장아찌,깻잎,"양파, 당근","소금, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B9%BB%EC%9E%8E%EC%9E%A5%EC%95%84%EC%B0%8C&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
77,반찬,마늘쫑볶음,마늘쫑,"건새우, 어묵","간장, 다진마늘, 참기름, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%A7%88%EB%8A%98%EC%AB%91%EB%B3%B6%EC%9D%8C&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
78,반찬,연근조림,연근,통깨,"간장, 설탕, 다진마늘, 참기름",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%97%B0%EA%B7%BC%EC%A1%B0%EB%A6%BC&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
79,반찬,우엉조림,우엉,"당근, 통깨","간장, 설탕, 다진마늘, 참기름",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%9A%B0%EC%97%89%EC%A1%B0%EB%A6%BC&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
80,반찬,꽈리고추멸치볶음,"꽈리고추, 멸치","마늘, 통깨","간장, 다진마늘, 참기름, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%BD%88%EB%A6%AC%EA%B3%A0%EC%B6%94%EB%A9%B8%EC%B9%98%EB%B3%B6%EC%9D%8C&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
81,반찬,소고기장조림,소고기,"계란, 꽈리고추","간장, 설탕, 맛술, 다진마늘",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%86%8C%EA%B3%A0%EA%B8%B0%EC%9E%A5%EC%A1%B0%EB%A6%BC&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
82,반찬,돼지고기장조림,돼지고기,"계란, 꽈리고추","간장, 설탕, 맛술, 다진마늘",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%8F%BC%EC%A7%80%EA%B3%A0%EA%B8%B0%EC%9E%A5%EC%A1%B0%EB%A6%BC&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
83,반찬,닭가슴살장조림,닭가슴살,"계란, 꽈리고추","간장, 설탕, 맛술, 다진마늘",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%8B%AD%EA%B0%80%EC%8A%B4%EC%82%B4%EC%9E%A5%EC%A1%B0%EB%A6%BC&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
84,반찬,김무침,김,"대파, 통깨","고춧가루, 식초, 설탕, 다진마늘, 참기름",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B9%80%EB%AC%B4%EC%B9%A8&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
85,반찬,도라지무침,도라지,"오이, 대파","고춧가루, 식초, 설탕, 다진마늘, 참기름",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%8F%84%EB%9D%BC%EC%A7%80%EB%AC%B4%EC%B9%A8&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
86,반찬,고사리나물,고사리,"대파, 들깨가루","국간장, 소금, 참기름, 다진마늘",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B3%A0%EC%82%AC%EB%A6%AC%EB%82%98%EB%AC%BC&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
87,반찬,취나물무침,취나물,"대파, 통깨","고춧가루, 식초, 설탕, 다진마늘, 참기름",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%B7%A8%EB%82%98%EB%AC%BC%EB%AC%B4%EC%B9%A8&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
88,반찬,브로콜리무침,브로콜리,"두부, 참깨","고춧가루, 식초, 설탕, 다진마늘, 참기름",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%B8%8C%EB%A1%9C%EC%BD%9C%EB%A6%AC%EB%AC%B4%EC%B9%A8&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
89,반찬,파래무침,파래,"무, 오이","고춧가루, 식초, 설탕, 다진마늘, 참기름",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%ED%8C%8C%EB%9E%98%EB%AC%B4%EC%B9%A8&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
90,반찬,미역줄기볶음,미역줄기,"양파, 당근","간장, 다진마늘, 참기름, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%AF%B8%EC%97%AD%EC%A4%84%EA%B8%B0%EB%B3%B6%EC%9D%8C&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
91,반찬,오징어젓갈무침,오징어젓갈,"청양고추, 마늘","고춧가루, 식초, 설탕, 다진마늘, 참기름",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%98%A4%EC%A7%95%EC%96%B4%EC%A0%93%EA%B0%88%EB%AC%B4%EC%B9%A8&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
92,반찬,무말랭이무침,무말랭이,"고춧잎, 통깨","고춧가루, 식초, 설탕, 다진마늘, 참기름",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%AC%B4%EB%A7%90%EB%9E%AD%EC%9D%B4%EB%AC%B4%EC%B9%A8&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
93,반찬,콩자반,검은콩,통깨,"소금, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%BD%A9%EC%9E%90%EB%B0%98&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
94,반찬,계란후라이,계란,"대파, 햄","소금, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B3%84%EB%9E%80%ED%9B%84%EB%9D%BC%EC%9D%B4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
95,반찬,소시지야채볶음,소시지,"양파, 파프리카, 당근","간장, 다진마늘, 참기름, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%86%8C%EC%8B%9C%EC%A7%80%EC%95%BC%EC%B1%84%EB%B3%B6%EC%9D%8C&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
96,반찬,햄감자볶음,"햄, 감자","양파, 당근","간장, 다진마늘, 참기름, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%ED%96%84%EA%B0%90%EC%9E%90%EB%B3%B6%EC%9D%8C&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
97,반찬,참치마요무침,"참치캔, 마요네즈","양파, 옥수수콘","고춧가루, 식초, 설탕, 다진마늘, 참기름",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%B0%B8%EC%B9%98%EB%A7%88%EC%9A%94%EB%AC%B4%EC%B9%A8&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
98,반찬,콘샐러드,"옥수수콘, 마요네즈","양파, 당근, 오이","소금, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%BD%98%EC%83%90%EB%9F%AC%EB%93%9C&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
99,반찬,양배추샐러드,양배추,"당근, 오이, 마요네즈","소금, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%96%91%EB%B0%B0%EC%B6%94%EC%83%90%EB%9F%AC%EB%93%9C&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
100,반찬,김구이,김,"참기름, 소금",,만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B9%80%EA%B5%AC%EC%9D%B4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
101,메인,제육볶음,돼지고기,"양파, 대파, 양배추","간장, 다진마늘, 참기름, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%A0%9C%EC%9C%A1%EB%B3%B6%EC%9D%8C&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
102,메인,고추장돼지불고기,"돼지고기, 고추장","양파, 대파, 버섯","간장, 설탕, 다진마늘, 참기름, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B3%A0%EC%B6%94%EC%9E%A5%EB%8F%BC%EC%A7%80%EB%B6%88%EA%B3%A0%EA%B8%B0&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
103,메인,간장돼지불고기,"돼지고기, 간장","양파, 대파, 버섯","설탕, 다진마늘, 참기름, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B0%84%EC%9E%A5%EB%8F%BC%EC%A7%80%EB%B6%88%EA%B3%A0%EA%B8%B0&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
104,메인,소불고기,소고기,"양파, 대파, 버섯, 당면","간장, 설탕, 다진마늘, 참기름, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%86%8C%EB%B6%88%EA%B3%A0%EA%B8%B0&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
105,메인,뚝배기불고기,"소고기, 당면","버섯, 양파, 대파","간장, 설탕, 다진마늘, 참기름, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%9A%9D%EB%B0%B0%EA%B8%B0%EB%B6%88%EA%B3%A0%EA%B8%B0&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
106,메인,닭볶음탕,"닭고기, 감자","당근, 양파, 대파","고추장, 고춧가루, 간장, 다진마늘, 설탕",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%8B%AD%EB%B3%B6%EC%9D%8C%ED%83%95&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
107,메인,닭갈비,"닭고기, 양배추","고구마, 떡, 깻잎","소금, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%8B%AD%EA%B0%88%EB%B9%84&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
108,메인,안동찜닭,"닭고기, 당면","감자, 당근, 양파","간장, 설탕, 다진마늘, 맛술",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%95%88%EB%8F%99%EC%B0%9C%EB%8B%AD&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
109,메인,소갈비찜,소갈비,"무, 당근, 밤, 버섯","간장, 설탕, 다진마늘, 맛술",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%86%8C%EA%B0%88%EB%B9%84%EC%B0%9C&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
110,메인,돼지갈비찜,돼지갈비,"감자, 당근, 양파","간장, 설탕, 다진마늘, 맛술",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%8F%BC%EC%A7%80%EA%B0%88%EB%B9%84%EC%B0%9C&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
111,메인,등갈비찜,등갈비,"양파, 대파, 감자","간장, 설탕, 다진마늘, 맛술",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%93%B1%EA%B0%88%EB%B9%84%EC%B0%9C&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
112,메인,수육,돼지고기,"배추, 마늘, 대파","된장, 월계수잎, 통후추, 다진마늘",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%88%98%EC%9C%A1&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
113,메인,보쌈,"돼지고기, 배추","무김치, 마늘, 고추","된장, 월계수잎, 통후추, 다진마늘",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%B3%B4%EC%8C%88&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
114,메인,삼겹살구이,삼겹살,"마늘, 버섯, 쌈채소","소금, 후추, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%82%BC%EA%B2%B9%EC%82%B4%EA%B5%AC%EC%9D%B4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
115,메인,대패삼겹살볶음,대패삼겹살,"숙주, 대파, 양파","간장, 다진마늘, 참기름, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%8C%80%ED%8C%A8%EC%82%BC%EA%B2%B9%EC%82%B4%EB%B3%B6%EC%9D%8C&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
116,메인,오삼불고기,"오징어, 삼겹살","양파, 대파, 양배추","간장, 설탕, 다진마늘, 참기름, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%98%A4%EC%82%BC%EB%B6%88%EA%B3%A0%EA%B8%B0&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
117,메인,주꾸미볶음,주꾸미,"양파, 대파, 양배추","간장, 다진마늘, 참기름, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%A3%BC%EA%BE%B8%EB%AF%B8%EB%B3%B6%EC%9D%8C&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
118,메인,낙지볶음,낙지,"양파, 대파, 콩나물","간장, 다진마늘, 참기름, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%82%99%EC%A7%80%EB%B3%B6%EC%9D%8C&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
119,메인,오징어볶음,오징어,"양파, 대파, 양배추","간장, 다진마늘, 참기름, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%98%A4%EC%A7%95%EC%96%B4%EB%B3%B6%EC%9D%8C&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
120,메인,고등어조림,"고등어, 무","대파, 양파, 감자","간장, 설탕, 다진마늘, 참기름",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B3%A0%EB%93%B1%EC%96%B4%EC%A1%B0%EB%A6%BC&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
121,메인,갈치조림,"갈치, 무","감자, 대파, 양파","간장, 설탕, 다진마늘, 참기름",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B0%88%EC%B9%98%EC%A1%B0%EB%A6%BC&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
122,메인,코다리조림,코다리,"무, 대파, 양파","간장, 설탕, 다진마늘, 참기름",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%BD%94%EB%8B%A4%EB%A6%AC%EC%A1%B0%EB%A6%BC&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
123,메인,고등어구이,고등어,"레몬, 대파","소금, 후추, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B3%A0%EB%93%B1%EC%96%B4%EA%B5%AC%EC%9D%B4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
124,메인,삼치구이,삼치,"무, 레몬","소금, 후추, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%82%BC%EC%B9%98%EA%B5%AC%EC%9D%B4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
125,메인,갈치구이,갈치,"레몬, 대파","소금, 후추, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B0%88%EC%B9%98%EA%B5%AC%EC%9D%B4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
126,메인,조기구이,조기,"레몬, 대파","소금, 후추, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%A1%B0%EA%B8%B0%EA%B5%AC%EC%9D%B4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
127,메인,연어구이,연어,"양파, 버섯, 레몬","소금, 후추, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%97%B0%EC%96%B4%EA%B5%AC%EC%9D%B4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
128,메인,닭강정,닭고기,"견과류, 떡","고추장, 케첩, 올리고당, 간장",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%8B%AD%EA%B0%95%EC%A0%95&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
129,메인,양념치킨,닭고기,"떡, 땅콩","간장, 다진마늘, 설탕, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%96%91%EB%85%90%EC%B9%98%ED%82%A8&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
130,메인,간장치킨,닭고기,"마늘, 대파","간장, 다진마늘, 설탕, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B0%84%EC%9E%A5%EC%B9%98%ED%82%A8&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
131,메인,두부김치,"두부, 김치","돼지고기, 대파","소금, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%91%90%EB%B6%80%EA%B9%80%EC%B9%98&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
132,메인,골뱅이무침,골뱅이,"오이, 양파, 소면","고춧가루, 식초, 설탕, 다진마늘, 참기름",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B3%A8%EB%B1%85%EC%9D%B4%EB%AC%B4%EC%B9%A8&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
133,메인,해물파전,"해산물, 쪽파","부추, 오징어, 새우","부침가루, 소금, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%ED%95%B4%EB%AC%BC%ED%8C%8C%EC%A0%84&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
134,메인,김치전,"김치, 부침가루","오징어, 대파","소금, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B9%80%EC%B9%98%EC%A0%84&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
135,메인,부추전,"부추, 부침가루","오징어, 양파","소금, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%B6%80%EC%B6%94%EC%A0%84&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
136,메인,파전,"쪽파, 부침가루","해산물, 계란","소금, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%ED%8C%8C%EC%A0%84&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
137,메인,감자전,감자,"양파, 부추","부침가루, 소금, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B0%90%EC%9E%90%EC%A0%84&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
138,메인,애호박전,애호박,"계란, 부침가루","소금, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%95%A0%ED%98%B8%EB%B0%95%EC%A0%84&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
139,메인,동그랑땡,"다짐육, 두부","당근, 양파, 계란","소금, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%8F%99%EA%B7%B8%EB%9E%91%EB%95%A1&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
140,메인,떡갈비,다짐육,"양파, 대파","소금, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%96%A1%EA%B0%88%EB%B9%84&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
141,메인,닭가슴살야채볶음,닭가슴살,"브로콜리, 양파, 파프리카","간장, 다진마늘, 참기름, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%8B%AD%EA%B0%80%EC%8A%B4%EC%82%B4%EC%95%BC%EC%B1%84%EB%B3%B6%EC%9D%8C&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
142,메인,훈제오리구이,훈제오리,"부추, 양파, 버섯","소금, 후추, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%ED%9B%88%EC%A0%9C%EC%98%A4%EB%A6%AC%EA%B5%AC%EC%9D%B4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
143,메인,오리불고기,오리고기,"양파, 대파, 부추","간장, 설탕, 다진마늘, 참기름, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%98%A4%EB%A6%AC%EB%B6%88%EA%B3%A0%EA%B8%B0&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
144,메인,샤브샤브,샤브용 소고기,"배추, 버섯, 숙주","소금, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%83%A4%EB%B8%8C%EC%83%A4%EB%B8%8C&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
145,메인,밀푀유나베,"소고기, 배추","깻잎, 버섯, 숙주","소금, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%B0%80%ED%91%80%EC%9C%A0%EB%82%98%EB%B2%A0&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
146,메인,돼지고기두루치기,돼지고기,"김치, 양파, 대파","소금, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%8F%BC%EC%A7%80%EA%B3%A0%EA%B8%B0%EB%91%90%EB%A3%A8%EC%B9%98%EA%B8%B0&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
147,메인,김치찜,"김치, 돼지고기","두부, 대파, 양파","간장, 설탕, 다진마늘, 맛술",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B9%80%EC%B9%98%EC%B0%9C&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
148,메인,돼지갈비구이,돼지갈비,"양파, 마늘, 대파","소금, 후추, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%8F%BC%EC%A7%80%EA%B0%88%EB%B9%84%EA%B5%AC%EC%9D%B4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
149,메인,LA갈비구이,LA갈비,"양파, 마늘","소금, 후추, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=LA%EA%B0%88%EB%B9%84%EA%B5%AC%EC%9D%B4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
150,메인,꼬막무침,꼬막,"부추, 양파, 오이","고춧가루, 식초, 설탕, 다진마늘, 참기름",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%BC%AC%EB%A7%89%EB%AC%B4%EC%B9%A8&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
